tanggal,deskripsi_transaksi,kategori,nominal
2023-02-21,bayar kapur barus kamar mandi mumpung biar bersih wangi,Tagihan,691000.0
2024-07-18,order skip hop bandana buddies,Transportasi,216750.0
2021-06-06,tadi pesen combo hemat via gofood,Konsumsi,97000.0
2024-02-17,pesan gojek goride dan travel baraya jakarta bandung,Transportasi,200000.0
2024-01-27,frame kacamata tg,Belanja,120000.0
2023-11-17,nasi goreng tuna yang lagi viral di pinggir jalan,Konsumsi,29000.0
2022-06-20,konser musik indie kalah taruhan bola,Hiburan,203405.0
2023-07-05,beli korek api jet torch,Belanja,50000.0
2020-01-28,nitip telor dadar/ceplok di pinggir jalan,Konsumsi,33000.0
2023-03-16,topup portofolio emas antam 1 gram dan bitcoin btc,Investasi,686000.0
2022-06-01,"telat sehari kena denda, auto debet kredit motor beat",Tagihan,22962.0
2023-05-30,earfun air pro,Belanja,669000.0
2019-08-18,rocket 7,Konsumsi,102000.0
2024-06-15,checkout thiqla - gelang,Belanja,158000.0
2024-09-17,order jisulife handheld fan life1,Belanja,79000.0
2020-06-26,grabfood seblak original cabang tangerang deket kantor,Konsumsi,125000.0
2021-12-11,"dapet promo murah, sewa vidio premier liga inggris",Hiburan,98470.0
2023-02-05,bayar cek darah lab prodia,Kesehatan,216000.0
2024-05-16,beli lampu sensor gerak,Belanja,18430.0
2024-03-30,piring keramik 6,Belanja,10450.0
2023-03-29,check-up urut tradisional keseleo musim hujan rawan sakit,Kesehatan,15752.0
2023-09-16,"di spbu pertamina, naik maxim bike",Transportasi,4441.0
2023-10-21,vitamin c ipi botol kecil lagi pusing berat nugas,Kesehatan,102000.0
2024-02-02,ganti service ac kosan gak dingin dan uang kas karang taruna komplek,Tagihan,591000.0
2023-04-21,checkout semen gresik 40,Belanja,59000.0
2023-06-17,beli sorban bhs classic original,Transportasi,195000.0
2023-08-31,order cilok gajahan deket kantor,Konsumsi,135000.0
2023-07-08,beli 【bpom certification】onlyou sunscreen cream,Belanja,54300.0
2024-11-11,deodoran spray herbal,Kesehatan,25000.0
2024-01-25,keyboard gaming rgb,Belanja,72900.0
2023-12-20,order salsa lip glow serum,Kesehatan,19500.0
2023-02-12,gofood nasi padang lauk rendang dan mie ayam pangsit yamin,Konsumsi,67000.0
2022-02-19,gaji bagi hasil bisnis temen buat jajan bulan ini,Pendapatan,11891.0
2023-12-14,"udah jatuh tempo h-1, tagihan akulaku cicilan hp",Tagihan,474000.0
2023-03-01,makan siang kopi susu gula aren dan ayam bakar taliwang,Konsumsi,225000.0
2023-12-19,celana chino cream buat kado temen,Belanja,720000.0
2024-06-19,beli tiket chatgpt plus ai sekali-kali boros,Hiburan,56367.0
2023-11-26,materai 10000 kantor pos wajib banget dibayar,Lain-lain,477000.0
2022-05-03,"gak nyangka dapet segini, bonus joki tugas skripsi",Pendapatan,231841.0
2023-03-29,nge-grab paket ayam,Konsumsi,33000.0
2022-10-28,setor akulaku cicilan hp pas via mbanking bca,Tagihan,149793.0
2024-12-19,order pop mie mini snek,Konsumsi,12900.0
2024-05-19,kichi batik outer,Belanja,329000.0
2023-12-30,biaya uang kas kelas bendahara,Lain-lain,250576.0
2023-11-18,nyobain sop buntut bu sari deket kosan,Konsumsi,92000.0
2021-03-16,ganti sewa kosan ac bulanan karena titip ibu kos di depan,Tagihan,57746.0
2024-04-19,nambah koleksi parfum lokal hmns,Belanja,540000.0
2023-06-15,beli tolak angin cair 5 sachet,Kesehatan,15577.0
2024-05-12,konsul minyak kayu putih cap lang,Kesehatan,11695.0
2024-04-12,checkout kompor listrik maspion s302|,Transportasi,189000.0
2024-06-01,"buat stok sebulan, biaya laundry kiloan express",Tagihan,175695.0
2023-04-11,wellen print -,Belanja,136800.0
2024-09-22,order pisau blender philips,Belanja,105000.0
2023-11-19,gofood paket geprek es pake grab,Konsumsi,128000.0
2024-02-01,beli kipas angin meja,Transportasi,126175.0
2024-09-21,order sweater hoodie terbaru 2023,Transportasi,119990.0
2023-10-15,order cd musik best acoustic,Belanja,136000.0
2023-09-14,deerma dx700 vacuum,Belanja,479000.0
2023-03-06,checkout tas wanita kl,Belanja,19000.0
2023-07-21,beli ceramon moisturizer travel size,Belanja,34800.0
2021-01-17,grabcar economy kehujanan basah kuyup,Transportasi,12261.0
2023-07-19,topup parkir motor liar biar gak telat kelas,Transportasi,166000.0
2024-05-08,biaya denda tilang polisi lalu lintas dan print skripsi berwarna jilid,Lain-lain,65000.0
2023-04-02,"biar fit terus, vaksin masker medis sensi 1 box",Kesehatan,54261.0
2021-06-12,"transferan masuk bri, bonus uang bulanan ortu",Pendapatan,387825.0
2021-01-08,bayar minyak kayu putih cap lang dan enervon c multivitamin,Kesehatan,129751.0
2023-08-14,checkout prima classe as-12,Belanja,99000.0
2024-03-26,kabel data sam,Belanja,15000.0
2023-10-06,"kalah taruhan bola, topup vidio premier liga inggris",Hiburan,373000.0
2023-11-01,baju koki lengan pendek,Belanja,110000.0
2023-08-24,hunting kacamata hitam vintage pas dapet harga miring,Belanja,743000.0
2023-05-29,tebus obat minyak kayu putih cap lang pas buat jaga-jaga di tas,Kesehatan,370000.0
2021-08-06,benerin cairan karbol wipol dan sampah rt bulanan,Tagihan,168744.0
2023-01-09,beli sate padang pariaman dan basreng pedas jeruk,Konsumsi,58000.0
2023-02-28,urut tradisional keseleo sesuai resep dokter kemarin,Kesehatan,14165.0
2022-09-01,isi gojek goride dan grabcar economy,Transportasi,14309.0
2023-07-22,peci maiyah hitam atas,Belanja,30000.0
2023-11-02,makan es / deket kosan,Konsumsi,72000.0
2024-04-25,adleeva - your dreamer,Belanja,102999.0
2021-08-02,nambal gojek goride,Transportasi,12476.0
2023-08-01,beli aonijie gaiters e941 pelindung,Transportasi,175000.0
2020-02-01,mybox honey mas agus di abang-abang,Konsumsi,142000.0
2024-05-13,pengeluaran denda tilang polisi lalu lintas,Lain-lain,170000.0
2022-11-15,sewa krl commuter line,Transportasi,32603.0
2023-11-05,beli scoop dekorasi dinding cermin,Belanja,69900.0
2023-12-18,"me time berharga, topup langganan disney+ hotstar",Hiburan,64320.0
2024-03-17,baseus powerbank qpow2 with,Transportasi,469000.0
2023-07-22,acrylic brush holder makeup,Kesehatan,37800.0
2022-01-26,cicil biznet home fiber mumpung bulan depan lunas amin,Tagihan,93657.0
2023-09-23,naik flazz bca card ke mall liat-liat,Transportasi,13000.0
2021-05-22,bakar uang buat konser musik indie karena sama temen kampus,Hiburan,31166.0
2023-08-23,pesen seblak jeletot ceker karena via ojol promo,Konsumsi,54000.0
2021-09-15,"dari client luar, dapet rezeki kerja part-time kafe",Pendapatan,640929.0
2023-08-13,original sanrio lisence,Belanja,320000.0
2023-04-15,tagihan paylater shopee kemarin dan iuran rt/rw komplek,Tagihan,230000.0
2021-06-28,nasi rawon yang lagi viral di pasar,Konsumsi,54000.0
2022-12-27,kartu kredit bca everyday via mbanking bca,Tagihan,98557.0
2021-05-06,"sekali-kali boros, bayar vidio premier liga inggris",Hiburan,175076.0
2023-10-31,checkout go pro adventure wijaya,Transportasi,54800.0
2022-04-29,joki tugas skripsi udah potong pajak,Pendapatan,107899.0
2021-12-04,juice alpukat mbak yanti pake grab,Konsumsi,25000.0
2024-09-19,order azko alph resistance,Transportasi,107900.0
2021-03-31,cair uang uang angpao imlek dan kerja part-time kafe,Pendapatan,698136.0
2023-04-19,dollar cost averaging saham tlkm telkom dan reksadana pasar uang bibit,Investasi,477453.0
2023-03-31,pesen paket kuah spesial di pinggir jalan,Konsumsi,47000.0
2023-05-20,dimsum ayam pak min deket rumah,Konsumsi,63000.0
2023-09-07,nongkrong pesen sate padang pariaman lagi di warteg,Konsumsi,188000.0
2024-05-14,topup kereta kai eksekutif di spbu pertamina,Transportasi,3771.0
2024-08-21,naik ojol nyasar,Transportasi,10384.0
2022-07-21,mie setan lv bu sari di shopeefood,Konsumsi,56000.0
2023-04-12,benerin ember cucian baru kos putra bebas,Tagihan,148878.0
2023-04-19,order miyako kompor gas 2,Belanja,309000.0
2023-02-13,ngelunasin paylater shopee kemarin pas otomatis potong saldo,Tagihan,337000.0
2023-09-06,beli menbox eau de parfum,Belanja,47900.0
2021-10-24,ongkos bensin pertalite spbu,Transportasi,5339.0
2022-11-25,shopeefood big beef morgans warung depan rumah,Konsumsi,25000.0
2023-11-01,beli halodoc spesialis dalam,Kesehatan,30000.0
2023-09-14,checkout engine hood emblem pajero,Belanja,140000.0
2023-09-25,"wajib bulanan kosan, biaya ember cucian baru",Tagihan,10426.0
2023-12-06,self reward beli tws baseus bowie dan sabun mandi lifebuoy cair,Belanja,206000.0
2021-10-24,ayam geprek mamoka di mall,Konsumsi,142000.0
2024-12-28,bayar travel baraya jakarta bandung dan e-money mandiri kartu,Transportasi,7271.0
2023-02-05,checkout gelas kaca origami,Belanja,15000.0
2024-09-30,dollar cost averaging kripto indodax koin solana buat tahan jangka panjang aja,Investasi,298011.0
2024-03-09,checkout kingma kabel charger,Belanja,110000.0
2023-01-12,cilor maklor depan sd porsi kuli,Konsumsi,70000.0
2022-10-14,beli urut tradisional keseleo gegara sakit perut gak karuan,Kesehatan,30023.0
2023-05-18,dapet rezeki cashback ovo paylater dan kerja part-time kafe,Pendapatan,19582.0
2024-03-08,order lemari pakaian kecil minimalis,Belanja,475000.0
2023-06-05,sewa main timezone kartu dan vidio premier liga inggris,Hiburan,265000.0
2022-04-18,beli jamu pegal linu sidomuncul buat jaga-jaga di tas,Kesehatan,19886.0
2023-02-20,sorban almas kashmiri mumtaz,Transportasi,86541.0
2023-03-13,checkout plafon pvc putih nat,Belanja,12000.0
2023-05-17,order bantal guling comfy central,Transportasi,119600.0
2023-03-16,beli cubic lemari pakaian,Belanja,727104.0
2024-02-19,order sorban murah sorban,Transportasi,10750.0
2019-10-29,pesen rendang bungkus khas bandung,Konsumsi,32000.0
2023-10-26,ngelunasin biznet home fiber,Tagihan,43963.0
2023-11-09,beli thai tea cabang tangerang,Konsumsi,47000.0
2021-10-29,"telat sehari kena denda, setor kredivo limit baru",Tagihan,457237.0
2024-08-03,terlaris raket badminton c,Belanja,144000.0
2023-04-21,checkout setrika philips hd1172,Belanja,79900.0
2023-01-28,periksa urut tradisional keseleo,Kesehatan,332000.0
2023-05-28,spotify family plan dapet promo murah,Hiburan,61442.0
2021-03-27,pengeluaran print skripsi berwarna jilid,Lain-lain,4025.0
2024-05-05,hokben simple set dekat kosan,Konsumsi,198000.0
2024-01-22,patungan token kosan patungan dan galon le minerale asli,Tagihan,11497.0
2024-09-15,order kabel listrik nym 2x2.5x50y,Tagihan,408000.0
2023-08-25,"berat tapi wajib, tagihan air pdam bulanan",Tagihan,457000.0
2024-07-19,beli sarung tangan plastik hand,Belanja,3061.0
2023-07-01,order simplus mesin kopi drip,Konsumsi,199000.0
2024-09-13,hem pendek xxl,Belanja,187500.0
2021-09-18,ganti rugi pecahin gelas ikhlasin aja dah,Lain-lain,6322.0
2024-11-06,topup kereta kai eksekutif dan mrt jakarta hi,Transportasi,24170.0
2023-10-01,checkout somethinc sunscreen series,Kesehatan,69000.0
2024-07-23,topup servis motor rutin buat biar cepat sampai,Transportasi,19232.0
2021-12-14,grape yakult warung sebelah di kantin,Konsumsi,98000.0
2024-01-06,kopi kenangan mantan dekat kampus,Konsumsi,218000.0
2022-12-20,pemasukan dari jual akun ml mythic dan beasiswa kampus turun,Pendapatan,538855.0
2023-12-03,beli tiket netflix premium 4k,Hiburan,66000.0
2020-10-29,nitip mie iblis,Konsumsi,17000.0
2024-07-26,beli taplak meja makan,Belanja,69000.0
2021-08-09,lagi pengen mie iblis cak udin di pasar,Konsumsi,52000.0
2024-03-04,beli t shirt lokal,Belanja,64380.0
2023-08-31,checkout diecast miniatur mobil,Transportasi,144530.0
2022-05-22,mango float cabang tangerang di abang-abang,Konsumsi,23000.0
2024-12-24,pesan grabcar economy pas dari kosan baru bangun,Transportasi,25663.0
2023-09-09,checkout ant project x,Belanja,400000.0
2021-12-19,beli tiket konser musik indie,Hiburan,102380.0
2023-09-28,denda kotak amal masjid jumat mumpung lupa bawa tunai cash,Lain-lain,294000.0
2023-08-23,nabung emas antam 1 gram gaji nyisa sedikit,Investasi,210435.0
2023-10-05,bayar minyak kayu putih cap lang dan cek darah lab prodia,Kesehatan,55000.0
2023-05-06,beli keyboard gaming mechanical,Belanja,438000.0
2023-12-23,"pulang pergi, sewa transjakarta busway",Transportasi,207000.0
2023-05-11,order kaos kaki ankle,Transportasi,15000.0
2023-11-02,topup pulsa telkomsel kaget telat sehari kena denda,Tagihan,385000.0
2022-04-19,ganti rugi pecahin gelas administrasi ribet,Lain-lain,136163.0
2022-05-20,ganti uang kas karang taruna komplek buat kos putri ketat,Tagihan,32857.0
2023-04-12,terima joki tugas skripsi bulan ini aman,Pendapatan,190364.0
2022-06-19,keperluan galon le minerale asli bulan ini aman,Tagihan,15567.0
2024-01-24,print skripsi berwarna jilid ikhlasin aja dah,Lain-lain,42379.0
2023-06-06,beli promo f set makeup,Belanja,99000.0
2024-07-13,keperluan gas 3kg melon ijo wajib bulanan kosan,Tagihan,50491.0
2024-03-03,kondangan temen sma mendadak butuh cepat,Lain-lain,9264.0
2023-11-10,"patungan sekamar berdua, keperluan ember cucian baru",Tagihan,28242.0
2024-10-28,"udah potong pajak, gaji freelance web design",Pendapatan,571505.0
2023-06-24,checkout kacamata renang arena agy,Belanja,309000.0
2023-06-08,beli gorengan mendoan hangat dan soto betawi kuah susu,Konsumsi,187000.0
2022-06-09,topup bpjs kesehatan kelas 3 karena sisa setengah lagi,Tagihan,44860.0
2024-01-11,checkout rafatar-tas ransel sekolah anak,Belanja,30500.0
2023-11-08,setor kredit motor beat lagi udah jatuh tempo h-1,Tagihan,512000.0
2023-12-06,biaya diamond ml promo dan karokean inul vizta 2 jam,Hiburan,226000.0
2021-04-21,cair uang freelance web design dan uang bulanan ortu,Pendapatan,197208.0
2021-09-19,panas special krispy bu rt di mall,Konsumsi,56000.0
2023-10-11,isi ojol nyasar bawa barang banyak,Transportasi,9709.0
2024-11-10,paket data by.u 50gb via mbanking bca,Tagihan,149558.0
2023-08-07,alokasi koin tokocrypto tko dan sbn ritel obligasi negara,Investasi,381000.0
2024-08-26,order madu murni asli,Belanja,148499.0
2024-01-04,patungan ember cucian baru biar bersih wangi,Tagihan,15571.0
2024-06-06,beli lost vape ursa nano,Belanja,255000.0
2023-04-09,denda kotak amal masjid jumat dan uang kas kelas bendahara,Lain-lain,324000.0
2022-12-17,kembalian warung nasi buat nabung saham,Pendapatan,311687.0
2024-07-21,sewa vidio premier liga inggris dan main timezone kartu,Hiburan,74912.0
2024-04-02,rok plisket wanita,Belanja,34800.0
2021-10-22,bungkus paha atas via gofood,Konsumsi,125000.0
2024-02-16,"di spbu pertamina, carter gojek goride",Transportasi,20000.0
2024-07-29,checkout rambut sambung brown 50cm,Belanja,250000.0
2023-12-14,bungkus seblak jeletot ceker ditraktir temen,Konsumsi,171000.0
2023-04-17,spotify family plan satu bulan full,Hiburan,78099.0
2023-05-15,check-up panadol flu dan batuk karena alhamdulillah sehat,Kesehatan,29017.0
2021-05-06,periksa tolak angin cair 5 sachet dan enervon c multivitamin,Kesehatan,9638.0
2022-11-28,cair uang uang jajan tambahan,Pendapatan,236696.0
2023-05-14,beli elle apparel original,Belanja,199950.0
2023-05-22,checkout mainan boneka blue dragon,Konsumsi,75000.0
2023-01-10,tagihan air pdam bulanan,Tagihan,91000.0
2022-02-10,obat nyamuk hit elektrik titip ibu kos di depan,Tagihan,48494.0
2024-06-21,checkout piring makan stainless,Belanja,36168.0
2021-02-04,gaji thr lebaran dari om dan jual akun ml mythic,Pendapatan,237460.0
2021-08-29,nasi kuning sambal cabang tangerang di pinggir jalan,Konsumsi,134000.0
2021-08-22,bungkus lotek telur di pinggir jalan,Konsumsi,21000.0
2021-01-12,"buat stok sebulan, ganti token kosan patungan",Tagihan,27596.0
2023-04-23,parfum lokal hmns dapet harga miring,Belanja,124000.0
2021-10-16,grabfood mie setan cabang tangerang,Konsumsi,149000.0
2021-05-24,panas 2 spicy yang lagi viral deket rumah,Konsumsi,77000.0
2024-06-10,iuran kapur barus kamar mandi lagi bulan ini aman,Tagihan,23008.0
2023-02-17,terima jual buku bekas kuliah dan cashback ovo paylater,Pendapatan,305986.0
2024-02-08,beli gantungan kunci pom pom,Belanja,6500.0
2023-08-31,roystone_moissanite kalung wanita,Investasi,356190.0
2023-12-12,honor profit jual crypto,Pendapatan,11448.0
2024-03-20,order newest bismillah lampu meja,Belanja,45000.0
2023-06-03,periksa obat bodrex extra dan tolak angin cair 5 sachet,Kesehatan,36000.0
2023-05-21,nge-grab breast crispy cabang tangerang,Konsumsi,116000.0
2023-08-27,order baju renang rok dewasa/baju,Belanja,68000.0
2023-01-05,nitip pak geprek deket kosan,Konsumsi,74000.0
2021-01-02,terima nge-mc acara kampus buat lumayan buat makan,Pendapatan,181292.0
2023-12-05,beli nabnib - velina,Belanja,129000.0
2021-07-18,pelunasan paylater shopee kemarin pas awal bulan banget,Tagihan,45223.0
2023-09-12,pesen panas 1 spicy kang asep di pasar,Konsumsi,140000.0
2022-02-10,ngelunasin kredivo limit baru biar gak mati lampu,Tagihan,133487.0
2023-07-28,alhamdulillah cair kembalian warung nasi karena lumayan buat makan,Pendapatan,190937.0
2023-09-01,"biar gak bosen di kosan, topup konser musik indie",Hiburan,289000.0
2022-08-29,"bulan ini aman, cair uang jualan seblak online",Pendapatan,202206.0
2022-05-03,bpjs kesehatan kelas 3 pake gopay coins,Tagihan,78923.0
2023-07-05,unik anting giwang,Belanja,73100.0
2024-08-09,token kosan patungan lagi rusak mendadak,Tagihan,19404.0
2023-04-12,checkout ant project -,Transportasi,84900.0
2024-05-30,biaya materai 10000 kantor pos dan print skripsi berwarna jilid,Lain-lain,19830.0
2022-09-27,lagi pengen mangut tuna yang lagi viral,Konsumsi,100000.0
2023-07-29,original sepatu ando,Belanja,113000.0
2022-10-30,sumbangan rt 17an relain aja,Lain-lain,288548.0
2023-01-03,beli sarung bantal /,Transportasi,30000.0
2022-06-17,biaya koyo salonpas hangat,Kesehatan,145727.0
2023-02-01,netflix premium 4k sekali-kali boros,Hiburan,117036.0
2023-08-09,bakar uang buat youtube premium no iklan,Hiburan,360000.0
2023-08-19,mkmc tas ransel hologram,Belanja,178900.0
2023-05-26,tiket dufan ancol healing bentar penat,Hiburan,54000.0
2022-06-09,langganan chatgpt plus ai pas bareng pacar tersayang,Hiburan,35824.0
2020-12-03,order nasi putih pake grab,Konsumsi,129000.0
2023-07-15,paket data by.u 50gb bulan depan lunas amin,Tagihan,59479.0
2023-11-05,honor kembalian warung nasi dan bagi hasil bisnis temen,Pendapatan,273000.0
2023-02-23,jajan kopi kenangan mantan,Konsumsi,147000.0
2024-05-17,pertamax turbo shell di spbu pertamina,Transportasi,21462.0
2024-12-21,beli jam dinding ontario,Belanja,55000.0
2022-10-26,kangkung cah cak udin deket kantor,Konsumsi,48000.0
2023-06-01,beli gorden gordeng gordyn,Belanja,88200.0
2023-10-22,beli obat tetes mata insto lagi puskesmas terdekat aja,Kesehatan,305000.0
2023-03-18,checkout ikea taggad jam dinding,Belanja,299000.0
2023-04-10,tadi pesen lontong sayur bu rina deket rumah,Konsumsi,57000.0
2023-07-14,sewa netflix premium 4k lagi buat push rank epic,Hiburan,321000.0
2024-10-09,booking karokean inul vizta 2 jam dan tiket dufan ancol,Hiburan,96222.0
2024-09-20,beli kantong plastik kresek putih,Belanja,8580.0
2023-07-22,beli buttered bundle trio,Belanja,89999.0
2021-07-07,nge-grab spaghetti marinara,Konsumsi,58000.0
2023-12-22,"lagi rusak mendadak, benerin gas 3kg melon ijo",Tagihan,53045.0
2020-02-14,nasi + bang jago deket kantor,Konsumsi,77000.0
2023-11-12,service ac kosan gak dingin wajib bulanan kosan,Tagihan,23402.0
2024-11-30,checkout jamur tiram 1 kg,Belanja,35000.0
2023-12-03,periksa urut tradisional keseleo pas lagi pusing berat nugas,Kesehatan,48000.0
2023-06-10,jajan es teh kampul solo pas pedes banget gila,Konsumsi,199000.0
2020-01-19,nitip lele kremes warung sebelah di warung depan,Konsumsi,49000.0
2021-12-14,tadi pesen ayam goreng cak udin lewat ojol,Konsumsi,84000.0
2023-07-25,dollar cost averaging koin tokocrypto tko dan reksadana sucorinvest equity,Investasi,283965.0
2021-06-04,serok bawah reksadana pasar uang bibit,Investasi,249339.0
2023-09-24,bungkus mcd panas spesial,Konsumsi,243000.0
2024-05-01,beli indomie mie goreng,Konsumsi,134300.0
2024-01-21,order kalung berlapis emas vietnam,Transportasi,280000.0
2023-10-29,bakpia coklat bu ani di shopeefood,Konsumsi,140000.0
2021-02-16,bioskop xxi premiere me time berharga,Hiburan,96098.0
2023-02-13,grote breg gb 83,Belanja,49000.0
2023-04-02,frasser kacamata renang,Belanja,19500.0
2019-12-26,jajan triple box pak min,Konsumsi,47000.0
2024-04-07,batu akik permata,Transportasi,171000.0
2023-02-13,nyemil ayam bakar taliwang pake telur setengah matang,Konsumsi,23000.0
2023-11-12,"semoga berkah, biaya uang kas kelas bendahara",Lain-lain,114000.0
2024-09-22,"pak ogah simpang, nambal krl commuter line",Transportasi,23619.0
2023-05-03,double choco langganan di warung langganan,Konsumsi,112000.0
2023-01-25,order softex daun sirih pembalut,Belanja,91000.0
2023-07-28,bioskop xxi premiere dapet promo murah,Hiburan,319000.0
2023-11-21,shopeefood special topokki di shopeefood,Konsumsi,146000.0
2024-02-14,kotak amal masjid jumat ikhlasin aja dah,Lain-lain,134000.0
2021-07-03,admin transfer bank beda apes banget kena tilang,Lain-lain,138039.0
2022-03-29,shopeefood nasi ayam via gofood,Konsumsi,133000.0
2022-08-16,"me time berharga, biaya youtube premium no iklan",Hiburan,48952.0
2024-12-09,razer ornata v3,Belanja,614000.0
2021-02-22,bayar air pdam bulanan udah jatuh tempo h-1,Tagihan,466770.0
2023-12-09,cicil air pdam bulanan lagi pake gopay coins,Tagihan,139000.0
2023-11-08,es jeruk khas bandung di pinggir jalan,Konsumsi,64000.0
2023-08-29,sate taichan senayan pake telur setengah matang,Konsumsi,21000.0
2021-02-01,biaya sapu lantai mangkok karena udah habis kosong,Tagihan,12883.0
2023-05-17,raket badminton raket bulutangkis,Belanja,800000.0
2022-02-26,cicil kartu kredit bca everyday lagi pake gopay coins,Tagihan,139714.0
2024-10-17,gelang tangan red,Transportasi,20000.0
2021-08-18,"akhir bulan kering, biaya fotocopy ktp dan kk",Lain-lain,6795.0
2023-01-26,carter bensin pertalite spbu buat kehujanan basah kuyup,Transportasi,81970.0
2024-10-02,order rok plisket premium,Belanja,50000.0
2024-12-19,"me time berharga, booking vidio premier liga inggris",Hiburan,47731.0
2024-05-01,tebus obat dokter gigi cabut gigi dan jamu pegal linu sidomuncul,Kesehatan,349000.0
2023-07-04,beli aonijie e4122 arm,Belanja,40000.0
2022-09-11,booking bioskop xxi premiere dan tiket dufan ancol,Hiburan,43026.0
2023-11-24,order cetak foto photo,Belanja,10000.0
2024-01-08,ms glow serum kulit,Kesehatan,175000.0
2023-01-18,setor air pdam bulanan mumpung bulan depan lunas amin,Tagihan,67000.0
2022-05-15,order mie iblis lv cak udin,Konsumsi,91000.0
2021-10-17,iuran cairan karbol wipol titip ibu kos di depan,Tagihan,42564.0
2023-05-03,sewa mrt jakarta hi dan ojol nyasar,Transportasi,3433.0
2024-02-14,ganti rugi pecahin gelas ikhlasin aja dah,Lain-lain,493000.0
2023-09-29,sedekah kondangan temen sma dan admin transfer bank beda,Lain-lain,21000.0
2023-06-21,order karet list jepit u,Transportasi,4500.0
2023-10-27,checkout zudeva-siyah turkey detayli,Belanja,210000.0
2024-11-10,beli my fruit vege,Belanja,18000.0
2024-09-19,maybelline superstay vinyl ink,Belanja,139900.0
2022-03-10,nge-mc acara kampus alhamdulillah cair,Pendapatan,8591.0
2024-06-26,checkout promo apron anak,Belanja,40000.0
2023-11-04,biliar bareng temen tongkrongan satu bulan full,Hiburan,287000.0
2021-08-27,check-up masker medis sensi 1 box,Kesehatan,15854.0
2023-04-03,beli mutiara kristal ceko,Belanja,10000.0
2022-01-05,alhamdulillah cair cashback ovo paylater buat dari client luar,Pendapatan,405274.0
2022-09-17,"buat jajan bulan ini, cair uang cashback ovo paylater",Pendapatan,488723.0
2024-06-13,order skintific peptide nourishing lip,Kesehatan,596000.0
2023-12-08,beli xi xiu lip,Kesehatan,22000.0
2023-11-10,order sarung bantal guling,Transportasi,125000.0
2021-04-20,akulaku cicilan hp udah jatuh tempo h-1,Tagihan,143136.0
2022-09-29,terima uang jajan tambahan lagi buat nabung saham,Pendapatan,408970.0
2022-06-02,chicken steak toko sebelah kampus pake grab,Konsumsi,138000.0
2021-03-16,alokasi deposito bca setahun tahan jangka panjang aja,Investasi,157315.0
2023-03-26,vape smoant s8 pod,Belanja,235000.0
2023-05-09,nyobain spesial komplit 3 di shopeefood,Konsumsi,72000.0
2024-05-04,main timezone kartu buat push rank epic,Hiburan,489000.0
2023-10-14,makan malam sate padang pariaman lagi diskon promo 50%,Konsumsi,77000.0
2024-04-13,nyicil kacamata hitam vintage dan liquid vape freebase,Belanja,202000.0
2023-07-30,order stein tumbler ultra,Belanja,249000.0
2023-02-18,spotify family plan kebutuhan batin,Hiburan,296000.0
