id,review,rating,createdAt,lastComment,qtyItem,orderedAt,orderItem,tagsData,replayComment,timeReplayComment
736a7242-1914-4a14-a053-6ed31e3eb8ae,"Nasi nya bauk apek, nasi nya dingin gak panas, telur nya kayak telur goreng bukan scrble egg, kualitas makanan di mcd jombor sangat buruk, saya sudah 2x pesan dan makanan yg datang kualitas nya buruk semua saya snagat kecewa !!!",1,2022-05-19T00:35:08.288035+07:00,,2,2022-05-18T16:56:21.581313Z,"PaNas Special Krispy, Large, PaHeBat Cheeseburger with Egg, Medium",CANNED_RESPONSE_FRESHNESS CANNED_RESPONSE_TASTE CANNED_RESPONSE_VALUE,,
57f118f7-9f7f-44f9-9a68-b6590834bb8d,1 1/2 jam nunggunya...lemon tea nya g berasa lemonnya..,4,2022-05-04T17:43:04.132888+07:00,,4,2022-05-03T17:21:35.296073Z,"Mixed Berries McFlurry with Froot Loops, Fish Snack Wrap, PaNas 2  Krispy with Fries, Medium, PaNas 1 Krispy, Medium",,,
a32e121c-113d-4680-91e0-f6954175f517,"apa ruginya ngasih saos lagi, udah gitu bapak gojeknya g dikasih kntong plastik.. TAU GITU BELI NASI PADANG !!!!!!",1,2022-04-14T12:29:45.879698+07:00,,2,2022-04-14T04:57:40.830578Z,"Mixed Berries McFlurry with OREO, 1pc Spicy Chicken",,,
b22bdd0f-7ed5-4ecc-9b52-7bfd1d48368d,"pesennya cheese burger deluxe no tomato, yg dateng beef burger no cheese, pdhl di nota sdh bener, MOHON JADI PERHATIAN..",1,2022-03-27T00:06:38.611568+07:00,,3,2022-03-26T16:35:13.661671Z,"Big Mac, Cheeseburger Deluxe, McFlurry Choco",CANNED_RESPONSE_ORDER,,
2f83c438-04e4-412c-945e-f38cd4ce7a2b,"gojeknya ramah ,tepat waktu,",5,2022-03-12T20:06:40.830827+07:00,,1,2022-03-12T12:30:27.117002Z,Hemat Seru - 2pcs Mini Cuts Spicy Chicken + Reg. Rice + Iced Coffee + McFlurry Choco,CANNED_RESPONSE_TASTE,,
9a9a6693-3dfb-406d-9bf8-a4993d0dd0b1,mcd lamak banget,3,2022-02-26T23:19:16.655973+07:00,,2,2022-02-26T15:06:30.141606Z,"PaHeBat Cheeseburger, Medium, 2 pcs Spicy Chicken McD",,,
11ab32ed-4de7-4900-850c-be8097a644c6,Pesen ice coffee tanpa ice koq dikasih esssss. Tidaaaaakkk ,3,2022-02-09T20:22:22.89851+07:00,,4,2022-02-09T06:52:31.662416Z,"McFlurry feat. Cadbury with Choco Bites, Iced Coffee, Reusable Bag, 2x Pizza Pie",,,
00d76657-ff22-44a9-aed8-b7e31ac984e7,pesennya es krim yg Cadbury dikasihnya mflury Oreo 😑,3,2022-01-25T00:03:43.750806+07:00,,2,2022-01-24T15:50:48.348604Z,"PaHeBat Cheeseburger Deluxe, Medium, McFlurry feat. Cadbury with OREO",,,
915ccf56-94fb-4bb3-be28-995d728b9402,Udah dikasih catatan gak pakai sambal malah tetep dikasih sambal,2,2022-01-06T07:48:46.152237+07:00,,1,2022-01-06T00:01:11.178379Z,Nasi Uduk McD Ayam Suwir,,,
bd06af44-3765-4ccb-811c-ac42d0b6e862,i enjoyed a bite of it,5,2021-12-22T13:42:49.04645+07:00,,2,2021-12-22T04:50:33.281703Z,"PaNas 2  Spicy with Fries, Medium, McFlurry Feat. Oreo",CANNED_RESPONSE_TASTE CANNED_RESPONSE_PORTION CANNED_RESPONSE_VALUE,,
0826448c-ebb0-44ad-9e3c-2167a9e258df,"menu kurang satu
ada tambahan biaya tidak ada konfirmasi info driver",3,2021-12-04T18:08:59.993618+07:00,,5,2021-12-04T10:12:18.982202Z,"PaMer 7 Krispy Medium, McSpicy Alfredo Medium, McNuggets  9pcs, Rica Rica Chicken Rice McD, Honey Garlic Chicken Rice McD",,,
8c565072-96f8-479b-a037-01d647842a95,mantappppppppppp,5,2021-11-12T20:13:51.256732+07:00,,1,2021-11-12T12:24:39.939121Z,PaNas Spesial Ayam Gulai McD Krispy,CANNED_RESPONSE_FRESHNESS CANNED_RESPONSE_TASTE CANNED_RESPONSE_PORTION CANNED_RESPONSE_HYGIENE CANNED_RESPONSE_PACKAGING CANNED_RESPONSE_VALUE,,
192e3dcc-6d38-418c-876b-3122f067359f,"beli reusable bag tapi ga di bawain, datengnya cmn pake kresek item",3,2021-11-01T08:53:22.335197+07:00,,2,2021-11-01T01:08:06.366283Z,"Nasi Uduk McD+ Breakfast Wrap + Hot Coffee, Reusable Bag",,,
317cb060-9cb9-4d96-851e-6c9f7ab6e364,ICED COFFEE SAYA MANA YA??? BOOHOONG NI PAKET PROMOSI NYA. KAPOK!!!,1,2021-10-17T12:49:00.574+07:00,,2,2021-10-17T04:44:41.054229Z,"PaMer 5 Mix Medium, Hemat Seru - 2pcs Mini Cuts Spicy Chicken + Reg. Rice + Iced Coffee + McFlurry Choco",CANNED_RESPONSE_PORTION CANNED_RESPONSE_PRICE CANNED_RESPONSE_VALUE CANNED_RESPONSE_ORDER,,
961aff70-a0d4-4494-a3b1-c2a3a7671b01,saya pesan reusable bag hitam dan termasuk dalam nota. tapi saat pesanan datang reusable bag nya tidak ada,3,2021-10-07T15:08:38.207461+07:00,,3,2021-10-07T07:02:07.861616Z,"Iced Coffee Jelly Float + Apple Pie + Spicy Chicken Bites, Iced Coffee Jelly Float + Reg. Fries + McFlurry Oreo, Reusable Bag",CANNED_RESPONSE_ORDER,,
e1aab5e2-c98e-4c34-816e-7098c044ab05,sambel saos tidak ada. minuman tidak dingin,1,2021-09-23T20:54:46.808577+07:00,,3,2021-09-23T13:08:11.52986Z,"PaNas 2  Krispy, Medium, Iced Coffee Jelly Float + Apple Pie + Spicy Chicken Bites, Iced Coffee Jelly Float + Reg. Fries + McFlurry Oreo",,,
b90ead44-25b4-4d27-a9e1-3f91bf21e7ae,"Sekarang udah ngga pake kantong plastik lagi, kasihan ojolnya harus beli kantung terlebih dahulu, dan kondisi skr ini ada yg isoman (barang harus ditaruh di pagar krn tidak boleh kontak langsung) dan sistem ppkm harus TA,percuma ada biaya tambahan (biaya TA)… Dan lebih teliti lagi ya!!! Kemarin salah satu orderan saya minta hot coffee tapi yg ada cuma air putih panas+gula pasir aja… Sering lho mcd itu salah order alias kurang orderannya. ",1,2021-09-07T08:49:36.85455+07:00,,1,2021-09-06T03:48:10.355713Z,"PaNas 1 Krispy, Medium",CANNED_RESPONSE_HYGIENE CANNED_RESPONSE_PACKAGING CANNED_RESPONSE_VALUE,,
7efe4e95-bf49-47be-a10c-95238b880f3f,"sangat disayangkan karena gak bs nambah nasi..padahal di menu tidak ada nasi. biasanya ada nasi aja di pilihan menu. sekarang gak ada. 
trus pesan nugget 2 porsi,  di menu ada pilihan saos. trus milihnya saos barbeque dua-duanya. tapi begitu di rumah,  saosnya blas gak ada.... 
kok pelayanannya berubah jadi menurun ya....... ",2,2021-08-17T14:42:40.154619+07:00,,3,2021-08-17T06:50:05.837158Z,"1pc Spicy Chicken, Apple Pie, McNuggets 6pcs",,,
3576b9a1-f308-45a5-8f5a-dda9ccbc85ec,Solusi dikala lapar malam-malam dan bingung mau makan apa wk,5,2021-08-03T22:36:09.015019+07:00,,1,2021-06-28T15:14:10.782631Z,Paket Berdua A,,,
c1a006c6-e45d-4fac-9011-eaeeb44f85c9,"beli happy meal g ada mainannya, padahal anak saya nungguin. ",1,2021-07-09T11:20:44.236935+07:00,,3,2021-07-09T03:29:57.932059Z,"PaNas 1 Spicy Medium, Happy Meal Chicken McD Breakfast, PaNas Spesial Spicy Large",,,
3d74d50f-5b89-4d83-993d-12266c8430cf,"Mantul , mantaps betul",5,2021-06-09T20:42:50.856509+07:00,,1,2021-06-09T04:00:20.946759Z,BTS Meal,CANNED_RESPONSE_FRESHNESS CANNED_RESPONSE_TASTE CANNED_RESPONSE_PORTION CANNED_RESPONSE_HYGIENE CANNED_RESPONSE_PACKAGING CANNED_RESPONSE_VALUE,,
16e86ec0-d85f-47dd-8186-f22c163fe088,gak dikasih saos cobaaa TT,3,2021-05-24T18:55:45.127581+07:00,,4,2021-05-06T09:52:14.927753Z,"PaNas 2 Spicy Medium, PaNas Spesial Medium, McFlurry Choco, McFlurry Feat. Oreo",,,
db8a5d6f-5346-4d05-9741-2d967cfc370a,"SAYA HERAN KENAPA MCD JOMBOR SELALU GA BERES PELAYANAN NYA.WAKTU ITU ORDER PAKET PLUS NASI TAPI GA DI KASIH NASI
SEKARANG MALAH GA DI KASIH SAMBEL PADAHAL SAYA MINTA SAMBAL.MCD JOMBOR MENGECEWAKAN.",1,2021-05-03T00:54:00.564191+07:00,,1,2021-05-02T17:20:24.672795Z,PaNas 2 Spicy with Fries Medium,CANNED_RESPONSE_TASTE CANNED_RESPONSE_HYGIENE CANNED_RESPONSE_PACKAGING CANNED_RESPONSE_VALUE,,
9fd94e3b-f754-4b14-81ea-a519bdf2e3b3,"ini bintang 3 buat buryam nya, buburnya blm matang, kyk mau masak nasi teksturnya, kebuang deh, rugi 11,5k",3,2021-04-09T19:12:58.44383+07:00,,2,2021-04-09T02:34:35.145456Z,"McD Chicken Porridge, Big Breakfast",CANNED_RESPONSE_FRESHNESS CANNED_RESPONSE_TASTE CANNED_RESPONSE_HYGIENE,,
92d40f21-1b05-4f96-a5b6-3e2d1ae1c2a6,terimakasih pak,5,2021-01-10T20:07:37.949+07:00,,1,2021-01-06T11:25:24.527525Z,Beef Burger Deluxe Large,CANNED_RESPONSE_FRESHNESS CANNED_RESPONSE_TASTE CANNED_RESPONSE_PORTION CANNED_RESPONSE_HYGIENE CANNED_RESPONSE_PACKAGING CANNED_RESPONSE_VALUE,,
e2bdf1a7-307a-43fc-b10b-306c48508459,tomatjya kegedean,3,2020-11-17T16:48:57.587+07:00,,1,2020-11-17T09:13:08.930408Z,Beef Burger Deluxe Medium,,,
e0cf8eda-e8f3-4422-912d-4cfa77971164,makanannya fresh,5,2020-09-29T14:47:32.981+07:00,,1,2020-09-29T06:55:16.893769Z,"Paket Hemat Double Cheeseburger, Large",CANNED_RESPONSE_FRESHNESS,,
fb6178c2-7363-4cf1-b32a-d975fe61fbfe,always tasty. yummy yummy,5,2020-08-28T11:14:41.954+07:00,,1,2020-08-27T08:30:13.010292Z,PaNas 2 with Fries Medium,CANNED_RESPONSE_FRESHNESS CANNED_RESPONSE_TASTE CANNED_RESPONSE_PORTION CANNED_RESPONSE_HYGIENE CANNED_RESPONSE_PACKAGING CANNED_RESPONSE_VALUE,,
1ab28767-8308-43c8-beae-2d887219a114,"Beli paket isi 10 ditulis minta Paha atas dan paha bawah, sambal ditambah. Dikasih 10 ayam sayap dan dada, sambal dikit. Sengaja ya?????!!!! Daripada mubazir kasih org aja. Jombor udah biasa kayak gini. Ga niat.",1,2020-06-28T19:09:16.024+07:00,,1,2020-06-28T01:35:32.508513Z,PROMO 10pcs Ayam McD - Krispy,,,
58f43484-5b37-4545-908b-013b2af1c6c2,sayang kelamaan jadi cair 😖😖😖🥴🥴🥴,5,2020-05-26T12:32:00.048+07:00,,1,2020-05-25T04:26:20.21428Z,McFlurry Feat. Oreo,CANNED_RESPONSE_FRESHNESS CANNED_RESPONSE_TASTE CANNED_RESPONSE_PORTION CANNED_RESPONSE_HYGIENE CANNED_RESPONSE_PACKAGING CANNED_RESPONSE_VALUE,,
46161680-2209-43f5-a0b5-95cc9b54014c,"kentangnya kurang fresh, seperti gorengan ulang haha tapi ayamnya mantapppp",4,2020-05-09T22:43:01.217+07:00,,3,2020-05-08T09:25:08.895092Z,"Choco Strawberry Pie + Strawberry Sundae, French Fries Large, Ayam McD Spesial Sambal Bawang Krispy",CANNED_RESPONSE_FRESHNESS CANNED_RESPONSE_TASTE CANNED_RESPONSE_PORTION CANNED_RESPONSE_PRICE CANNED_RESPONSE_PACKAGING CANNED_RESPONSE_VALUE,,
4c174254-994c-4d56-9ada-35215e0642c0,"pesanan ke 2 tp isinya salah, pesen ALC dptnya krispy 😅 mau minta tuker tp kasian gojeknya, mana udh laper pula.. mudah2an nggak terulang 🙏",4,2020-04-11T13:09:30.272+07:00,,2,2020-04-11T04:57:11.555071Z,"PaMer 5 ALC Spesial Promo, Apple Pie",CANNED_RESPONSE_FRESHNESS CANNED_RESPONSE_TASTE CANNED_RESPONSE_PORTION CANNED_RESPONSE_HYGIENE CANNED_RESPONSE_PRICE CANNED_RESPONSE_PACKAGING CANNED_RESPONSE_VALUE,,
109bfdf2-5b09-406c-8d05-1a0a68d35947,Sambel nasi uduk mungkin bisa dipisah,2,2020-03-24T08:57:14.665+07:00,,2,2020-03-24T01:25:39.294976Z,"Hotcakes 2Pcs, Nasi Uduk McD Free Qtela",CANNED_RESPONSE_TASTE,,
29d415f0-59f2-4f3e-935e-06808f81ca2d,sudah kedua kalinya pesanan saya salah... saya pesan triple cheese burger dapatnya cheese burger with egg... catatan sama sekali tidak diperhatikan...,1,2020-03-06T00:36:17.589+07:00,,2,2020-03-02T07:19:15.608944Z,"Triple Burger with Cheese Meal Large, McNuggets 6pcs",,,
f70774f1-b363-4001-800c-997e456199d5,"order gofood 4 item, yg nyampe cuma 3 item. poor.",1,2020-02-09T13:43:33.182+07:00,,4,2020-02-09T05:34:09.391275Z,"Iced Coffee Brown Sugar, McSpicy, Iced Coffee, Chicken Burger With Cheese",,,
8357ea13-358d-4956-82a9-717ae7f20856,pesan 3 hash brown yg datang cuma 2,2,2020-01-09T19:37:14.699+07:00,,3,2020-01-09T02:16:21.863871Z,"HashBrown, Chicken McMuffin Extra Value Meal, PaNas 1 Spicy Medium",,,
bbb3e98a-e951-4938-bcf2-55e21504704e,"ayamnya dingin, sedih amat",3,2019-12-13T22:23:51.789+07:00,,1,2019-12-10T13:28:39.087616Z,PaNas 2 with Fries Medium,,,
920d8c23-296a-4299-886d-349bc402ef7b,Tolong di teliti lagi pesanan nya. Pesan ayam dikasih nya burger.,2,2019-11-30T12:58:47.963+07:00,,1,2019-11-30T05:12:33.904613Z,PaNas 2 Krispy Medium,,,
676090d9-c892-42eb-9b66-c5fb1b99f0b1,Double choco pie nya jgn dihilangkan dr menu gofood. Kurang suka sma mixed berries pienya.,4,2019-11-07T09:36:49.568+07:00,,2,2019-11-07T01:54:08.607578Z,"PaNas Special Spicy Medium, Mixed Berries Pie",,,
21d71057-9e82-42d8-87d7-a1cab9d637a5,Ayamhappy mealnya ga enak tp kayak udh di goreng di goreng lg,5,2019-10-13T09:12:47.311+07:00,,2,2019-10-13T01:09:32.460241Z,"PaNas 2  Krispy with Fries Medium, Happy Meal - Cheeseburger",,,
ca9bfd67-5099-45c4-ae77-cfbf46a62a16,"kentangnya keasinan.. :(
timun burgernya asem bgt..tambahin saos mayo donk..klo buat anak kcl jd hambar krn tdk ada saosnya :(",2,2019-09-15T13:58:54.641+07:00,,3,2019-09-15T04:58:06.822178Z,"Happy Meal - Cheeseburger, Fish Bites, Beef Burger",CANNED_RESPONSE_TASTE,,
72444449-78c0-4928-8e48-866c9a07818e,pesenya spicy yg dateng Krispy,2,2019-08-10T12:10:03.006594+07:00,,0,2019-08-10T03:49:49.130508Z,,,,
969cc727-c840-46c0-86aa-eb80d58e348a,"buburnya terlalu gempal,malah kaya nasi yg di panaskan terlalu lama....kurang cair",1,2019-06-29T10:48:59.857772+07:00,,0,2019-06-28T04:29:15.055242Z,,CANNED_RESPONSE_FRESHNESS CANNED_RESPONSE_VALUE,,
ba076647-a5d6-40f2-9aad-1cd88db7353d,favorit anak-anak,5,2019-05-19T14:22:06.569277+07:00,,0,2019-05-19T06:39:27.394743Z,,CANNED_RESPONSE_TASTE CANNED_RESPONSE_HYGIENE CANNED_RESPONSE_PACKAGING CANNED_RESPONSE_VALUE,,
df16a08e-4318-447f-9670-f9d66b349430,"pelayanan buruk, terlalu lama menunggu",1,2019-04-16T23:54:55.579467+07:00,,0,2019-04-16T15:32:10.7362Z,,,,
4c730148-ed4f-4c8a-a653-9f490c9e230f,makanan yang saya dapat tidak sesuai dengan yang saya pesan.  saya pesan fish fillet burger minum es milo datangnya cheese burger yang saya kurang suka dan coca cola yg sudah tidak bersoda,3,2019-03-19T11:53:15.698509+07:00,,0,2019-03-19T04:07:39.397628Z,,,,
8aaf43fc-bbcc-4537-9760-7d9c13fcaab2,bubur msh cenderung mentah..byk yg msh terasa beras..sekelas McD tdk membuat makanan dengan kualitas spt itu,3,2018-10-14T12:07:38.069438+07:00,,0,2018-10-14T00:44:38.44642Z,,,,
616288f1-f42f-4799-9733-a673abfbaa2c,ayamnya 1 dikasih sayap saya tidak senang,4,2018-07-14T18:10:48.952865+07:00,,0,2018-07-10T16:29:17.35431Z,,,,
a53a1e59-75ab-4b3e-973b-5ec71fecf6d4,the taste under my expectation,4,2018-06-13T16:56:08.647244+07:00,,0,2018-06-10T09:11:11.34328Z,,,,
2858742a-f409-448b-88cd-b5af67906e74,kentang gorengnya kok melempem,4,2018-05-13T15:10:27.614464+07:00,,0,2018-05-13T07:37:10.429864Z,,,,
a059be9a-c985-4e6b-8f36-d22910cd879e,sambalnya udh nambah uang buat dibanyakin tp malah jdi dikit bgt,3,2023-11-21T18:59:08.969909+07:00,,1,2023-11-21T08:42:09.593968Z,Taliwang Besar Plus Es Teh/Teh Hangat,,,
062a972a-d59b-4708-9c04-e17e8f402d35,agag tebel kulit tp pas enak toplah,5,2023-02-11T15:10:22.316667+07:00,,2,2023-02-11T04:39:17.425946Z,"Ayam Bakar Taliwang (besar) + Nasi, Ayam Goreng (sedang) + Nasi",CANNED_RESPONSE_VALUE CANNED_RESPONSE_HYGIENE CANNED_RESPONSE_TASTE CANNED_RESPONSE_PORTION CANNED_RESPONSE_PACKAGING CANNED_RESPONSE_CUTLERY CANNED_RESPONSE_FRESHNESS,,
a8ad1336-da28-42e0-a91a-91aedd97d4ec,BIKIN KETAGIHAN MENJADI NAPSU MAKAN BERTAMBAH BESAR.. MANTUL BANGETZ 🙏👍👍👍👍👍👍👌🏽😘🥰🤝🏽💋,5,2021-12-20T14:47:32.681915+07:00,,1,2021-12-20T07:11:21.78439Z,Pak Eko A,CANNED_RESPONSE_FRESHNESS CANNED_RESPONSE_HYGIENE CANNED_RESPONSE_VALUE CANNED_RESPONSE_TASTE CANNED_RESPONSE_PACKAGING CANNED_RESPONSE_PORTION,,
02decea2-8c54-4749-b586-a9c6b85378c1,jazakumullahu khoiron katsiro maknyus,5,2020-02-11T21:20:20.671+07:00,,5,2020-02-11T13:16:38.912097Z,"Nasi Kebuli Daging Sapi, Nasi Goreng Kebuli, Nasi Kebuli Telur Dadar, Telur Dadar, Es Susu Putih",CANNED_RESPONSE_FRESHNESS CANNED_RESPONSE_TASTE CANNED_RESPONSE_PORTION CANNED_RESPONSE_HYGIENE CANNED_RESPONSE_PACKAGING CANNED_RESPONSE_VALUE,,
e3057af0-7afa-498c-be3f-1b085e9b3d41,ayam nya kurang masak masih agak merah2 gitu daging nya,4,2019-09-24T13:19:42.758+07:00,,1,2019-09-24T05:39:59.866259Z,Ayam Bakar Taliwang (sedang) + Nasi,CANNED_RESPONSE_FRESHNESS CANNED_RESPONSE_TASTE CANNED_RESPONSE_VALUE,,
c4054a6c-a930-4a45-993b-e6bf3dce7340,notesnya dibaca besok” bos,1,2023-10-24T00:56:31.464864+07:00,,3,2023-10-15T17:28:04.044263Z,"Takoyaki Kev Premium, Tai Yaki Matcha, Tai Yaki Cheesse / Chocolate",CANNED_RESPONSE_ORDER,,
d6d4a35e-c2cf-4501-8f0a-44bfdde62da9,enak rasanya mantap banget ,5,2023-07-29T05:42:13.243195+07:00,,3,2023-07-26T08:05:27.804084Z,"Coffee Brown Sugarlatte, Takoyaki MIX buy 1 get 1, Takoyaki Kev Gurita",CANNED_RESPONSE_TASTE,,
