tanggal,deskripsi_transaksi,kategori,nominal
2023-08-01,konser musik,Hiburan,445000.0
2023-11-14,beli le bianca axo,Belanja,151137.0
2024-07-03,admin mandiri,Lain-lain,454000.0
2023-12-23,frame foto / figura,Belanja,89500.0
2024-12-25,beli qiansoto x bob,Belanja,13200.0
2023-03-20,nyicil leopard gaming keyboard,Belanja,93500.0
2023-09-14,plester,Kesehatan,21000.0
2023-04-21,order rexus mx9 legionaire,Belanja,399000.0
2023-12-19,beli promo paket seserahan lengkap,Belanja,519750.0
2020-04-21,1pc krispy,Konsumsi,119000.0
2023-07-15,langganan chatgpt,Hiburan,368000.0
2024-01-06,ongkir jne,Lain-lain,130000.0
2023-03-06,checkout toples kaca crystal,Belanja,7500.0
2023-03-14,koinworks,Investasi,539000.0
2024-09-23,nyicil custom tumbler niagara 500ml,Belanja,100000.0
2024-02-05,checkout mesin bor listrik uk,Belanja,161182.0
2024-05-15,beli payung lipat uv,Belanja,20500.0
2024-09-18,beli daster cringkle laura fuji,Belanja,272200.0
2024-12-06,order promo!! bantal guling hotel,Belanja,220000.0
2024-02-15,pre-workout,Kesehatan,75000.0
2023-07-08,grabfood nasgor cabe ijo,Konsumsi,37000.0
2024-08-05,checkout keyboard gaming membrane rgb,Belanja,199000.0
2023-02-05,jajan paket ayam 1,Konsumsi,135000.0
2022-11-06,grabfood mendoan,Konsumsi,117000.0
2023-12-21,topup roblox,Hiburan,211000.0
2024-01-12,masker sensi kn95,Belanja,136000.0
2023-09-07,zink,Kesehatan,459000.0
2020-12-29,gofood nasi limpa,Konsumsi,55000.0
2023-03-31,checkout parfum original zimaya,Belanja,295000.0
2024-02-04,bayar kos,Tempat Tinggal,755000.0
2024-05-11,order dompet panjang kulit/dompet,Belanja,25500.0
2023-07-24,obat pusing,Kesehatan,90000.0
2023-05-17,order reven leather asoka,Belanja,229000.0
2022-08-18,gofood nasi telur,Konsumsi,87000.0
2022-04-03,gofood nasi puyung,Konsumsi,113000.0
2023-05-02,gofood marugame udon,Konsumsi,187000.0
2023-04-30,nyicil leather case apple,Belanja,90000.0
2020-02-03,jajan nasi +,Konsumsi,66000.0
2023-10-09,checkout miranda hair serum rambut,Belanja,55000.0
2020-01-14,nasi /,Konsumsi,110000.0
2024-04-02,nyicil sarung tangan sepeda motor,Belanja,41800.0
2023-07-01,sumbangan 17an,Lain-lain,320000.0
2024-04-21,order sovia minyak goreng,Belanja,24800.0
2023-11-13,panadol,Kesehatan,469000.0
2024-02-24,nyicil mote mutiara rantai renteng,Belanja,5000.0
2023-04-05,karaoke,Hiburan,394000.0
2023-09-10,media tanam organik,Belanja,10000.0
2021-01-01,beli lotek + bakwan,Konsumsi,36000.0
2023-07-25,beli gula pasir original halal,Belanja,11000.0
2024-02-15,checkout [kado akhir tahun] buku,Belanja,30300.0
2022-06-20,beli sego lipet lengkap,Konsumsi,49000.0
2020-05-31,jajan es gooddayyy,Konsumsi,149000.0
2023-11-13,laundry sepatu,Tempat Tinggal,668000.0
2023-05-20,langganan chatgpt,Hiburan,395000.0
2023-09-12,nyicil perfect lee lip serum,Belanja,30999.0
2023-07-24,nyicil hiasan dinding minimalis,Belanja,24999.0
2023-10-23,protein shake,Kesehatan,74000.0
2023-12-11,label stiker thermal,Belanja,5200.0
2023-08-07,nyicil spork spoon fork,Belanja,17900.0
2023-05-27,roller asli tdr,Belanja,148000.0
2023-04-26,sewa minisoccer,Kesehatan,154000.0
2023-12-11,pasir kucing harum gumpal,Belanja,75000.0
2024-09-28,order [16pcs] update !!! poster,Belanja,33660.0
2023-06-21,earphone,Belanja,80000.0
2024-02-07,order cottonbee basic -,Belanja,270000.0
2024-06-12,beli emak kriuk - kripik,Belanja,9000.0
2023-01-01,checkout tokopedia,Belanja,14000.0
2024-06-15,nyicil indomie mi goreng pedas,Belanja,3900.0
2023-07-02,nyicil topi slash bintang,Belanja,500000.0
2023-04-11,checkout universal cover kunci remot,Belanja,98500.0
2024-06-12,dompet kulit asli,Belanja,90000.0
2023-01-08,bli lemari,Tempat Tinggal,927000.0
2023-09-25,beli nasi ayam goreng,Konsumsi,40000.0
2024-12-28,order kotak makan / lunch,Belanja,36900.0
2023-10-15,bli raket,Kesehatan,215000.0
2024-05-01,cuci mobil,Transportasi,49000.0
2023-08-30,[per 2 pcs],Belanja,26000.0
2023-10-28,cuci mobil,Transportasi,184000.0
2022-10-13,grabfood beef spicy,Konsumsi,72000.0
2023-07-19,paket data xl,Tagihan,903000.0
2023-11-25,sarung bantal guling bahan,Belanja,125000.0
2020-02-09,gofood iced coffee brown,Konsumsi,138000.0
2023-01-15,patungan bli kado,Lain-lain,404000.0
2023-02-19,order fantech atom pro series,Belanja,689000.0
2023-04-23,tagihan pdam,Tagihan,108000.0
2019-10-23,fuyunghai udang,Konsumsi,104000.0
2020-03-15,pesen oh my jago,Konsumsi,55000.0
2023-04-09,gofood soto betawi,Konsumsi,18000.0
2024-02-05,nyicil tepung bogasari premium,Belanja,14000.0
2023-09-23,pempek,Konsumsi,221000.0
2023-09-21,beli minyak goreng kelapa,Belanja,77000.0
2023-10-23,jajan sambal mangga,Konsumsi,56000.0
2022-11-30,beli yamie asin tapi,Konsumsi,102000.0
2022-05-15,pesen es jeruk,Konsumsi,27000.0
2023-11-12,nyicil topi corduroy guilty black,Belanja,35500.0
2023-03-15,nonton bioskop,Hiburan,277000.0
2023-09-18,nyicil finmix leave-in conditioner -,Belanja,50000.0
2023-03-02,biaya bi fast,Lain-lain,324000.0
2023-01-18,checkout federal matic gear,Belanja,14000.0
2023-11-23,beli mozzarella cheeseburger,Konsumsi,53000.0
2023-10-16,beli mainan fuggler plush,Belanja,139930.0
2024-04-06,makan coto makassar,Konsumsi,232000.0
2024-10-12,order minyak rem preston,Belanja,16500.0
2021-11-12,grabfood panas spesial,Konsumsi,25000.0
2023-05-26,beli tanoshi c,Konsumsi,135000.0
2023-08-01,ongkir grabexpress,Lain-lain,301000.0
2023-04-26,nyicil parfum laundry pelicin,Belanja,40200.0
2024-12-24,buku tulis you 38,Belanja,19980.0
2023-01-05,beli bangor pitik,Konsumsi,66000.0
2024-03-25,bayar wifi indihome,Tagihan,645000.0
2024-07-23,order goto [cod] inari,Belanja,127900.0
2023-10-19,patungan sewa mobil,Lain-lain,206000.0
2024-01-25,nyicil promo paket smoant s8,Belanja,300000.0
2021-12-27,gofood dada tulang,Konsumsi,136000.0
2024-07-27,nyicil ultramat - keset kaki,Belanja,30000.0
2023-09-26,beli monake german tool,Belanja,472990.0
2024-05-26,peci songkok kopiah,Belanja,21000.0
2023-05-31,mkmc shop mini,Belanja,179000.0
2023-09-30,beli vape smoant s8 pod,Belanja,235000.0
2023-12-01,tiket krl,Transportasi,136000.0
2023-08-01,bensin shell v-power nitro+,Transportasi,161000.0
2021-07-05,grabfood geprek 1,Konsumsi,50000.0
2023-12-06,checkout vamotelli kaos kerah polo,Belanja,130000.0
2024-09-25,checkout leobog hi75 non-rgb barebone,Belanja,649900.0
2023-05-30,belanja di superindo,Belanja,835000.0
2024-06-03,order tidy tribe rak sepatu,Belanja,224796.0
2023-12-02,karaoke,Hiburan,269000.0
2024-02-04,checkout makarizo hair energy,Belanja,30000.0
2023-12-27,order gift stiker motor kusus,Belanja,100.0
2023-10-27,bakso mix urat,Konsumsi,91000.0
2024-12-26,kripik usus ayam lestari,Belanja,35785.0
2020-07-30,gofood 1 /,Konsumsi,37000.0
2022-05-23,beli sushi murame platter,Konsumsi,115000.0
2024-08-05,karaoke,Hiburan,316000.0
2024-08-02,checkout watsons daily protection sunscreen,Belanja,38000.0
2023-03-12,langganan apple music,Hiburan,170000.0
2024-03-27,checkout bantal dan guling motif/bantal,Belanja,18525.0
2023-11-27,admin bni,Lain-lain,436000.0
2022-03-30,pesen bogo juice,Konsumsi,82000.0
2023-03-02,nyicil tanaman hias melati air,Belanja,25000.0
2023-01-31,order kasur gulung quantum travel,Belanja,305000.0
2024-10-21,nyicil cod set keyboard,Belanja,122500.0
2023-09-01,bli sate kelinci,Konsumsi,203000.0
2024-03-17,pigeon teens moisturizer,Belanja,15000.0
2023-11-26,order bedding depo sarung bantal,Belanja,70000.0
2023-06-08,biaya rumah sakit,Kesehatan,317000.0
2023-09-10,simplus hair dryer pengering,Belanja,150000.0
2023-12-15,obat flu,Kesehatan,377000.0
2023-05-30,nyicil sj door mat w/,Belanja,48000.0
2023-04-11,gofood kopi kenangan,Konsumsi,21000.0
2024-10-01,nyicil buku anak impor thank,Belanja,40000.0
2024-11-21,checkout reglow new intensive,Belanja,120000.0
2023-11-07,pesen tahu 15,Konsumsi,117000.0
2022-05-02,gofood pak geprek matah,Konsumsi,74000.0
2023-11-20,seblak kriting gaul,Konsumsi,62000.0
2024-03-15,bayar wifi oxygen,Tagihan,782000.0
2021-09-16,pesen nasi ayam bakar,Konsumsi,94000.0
2023-11-09,langganan chatgpt,Hiburan,26000.0
2020-12-20,gofood yamie asin tapi,Konsumsi,135000.0
2023-10-17,madu,Kesehatan,314000.0
2023-02-16,pesen udang keju,Konsumsi,37000.0
2023-01-17,sewa minisoccer,Kesehatan,139000.0
2023-07-31,bensin pertamax turbo,Transportasi,171000.0
2024-05-04,saham bbri,Investasi,726000.0
2023-04-05,sumbangan 17an,Lain-lain,91000.0
2024-04-01,sneakon 2in1 fitz2.0 sandal,Belanja,379000.0
2024-02-27,checkout kaos est 1972 adcolor,Belanja,159000.0
2024-04-19,checkout gloaming topi polo cap,Belanja,69000.0
2020-12-05,beli manado fit extra,Konsumsi,28000.0
2023-04-20,pluang,Investasi,548000.0
2024-01-15,servis motor,Transportasi,48000.0
2024-03-05,nonton bioskop,Hiburan,77000.0
2024-11-21,enamel pin one,Belanja,19000.0
2024-02-05,shopeefood soto kudus,Konsumsi,212000.0
2023-12-10,o.two.o pink set mascara,Belanja,69000.0
2023-10-14,jajan tongseng,Konsumsi,88000.0
2021-08-07,beli sweet boba butterscotch,Konsumsi,150000.0
2024-03-31,sop buntut,Konsumsi,93000.0
2024-07-10,checkout cap lang balsem,Belanja,10200.0
2024-04-08,nyicil promo edifier buy 1,Belanja,970000.0
2023-11-03,bli sepatu futsal,Kesehatan,298000.0
2023-06-16,cartiera vex lanyard,Belanja,69899.0
2022-04-02,paket kenyang geprek,Konsumsi,149000.0
2022-06-08,grabfood udang keju,Konsumsi,71000.0
2023-03-30,nongkrong di pecel lele,Konsumsi,159000.0
2023-09-01,rawon,Konsumsi,70000.0
2024-05-05,ongkir jne,Lain-lain,375000.0
2024-02-29,iuran rt,Tagihan,714000.0
2024-03-13,sarung tangan,Belanja,514000.0
2023-09-19,beli dove body wash,Belanja,28500.0
2023-11-01,beli gaming keyboard k820,Belanja,199000.0
2021-07-27,beli nasi chicken,Konsumsi,92000.0
2023-01-10,beli raikeni kimono jumbo osumosu,Belanja,179000.0
